t,m,j,value
1884,Ni,machinery_and_equipment,
1884,Ni,motor_vehicles_trailers_and_semi_trailers,
1884,Ni,other_transport_equipment,
1884,Ni,products_nec,
1884,Sn,construction,
1884,Sn,computers_and_precision_instruments,
1884,Sn,electrical_equipment,
1884,Sn,machinery_and_equipment,
1884,Sn,motor_vehicles_trailers_and_semi_trailers,
1884,Sn,other_transport_equipment,
1884,Sn,products_nec,
1885,Zn,construction,
1885,Zn,computers_and_precision_instruments,
1885,Zn,electrical_equipment,
1885,Zn,machinery_and_equipment,
1885,Zn,motor_vehicles_trailers_and_semi_trailers,
1885,Zn,other_transport_equipment,
1885,Zn,products_nec,
1885,Ni,construction,
1885,Ni,computers_and_precision_instruments,
1885,Ni,electrical_equipment,
1885,Ni,machinery_and_equipment,
1885,Ni,motor_vehicles_trailers_and_semi_trailers,
1885,Ni,other_transport_equipment,
1885,Ni,products_nec,
1885,Sn,construction,
1885,Sn,computers_and_precision_instruments,
1885,Sn,electrical_equipment,
1885,Sn,machinery_and_equipment,
1885,Sn,motor_vehicles_trailers_and_semi_trailers,
1885,Sn,other_transport_equipment,
1885,Sn,products_nec,
1886,Zn,construction,
1886,Zn,computers_and_precision_instruments,
1886,Zn,electrical_equipment,
1886,Zn,machinery_and_equipment,
1886,Zn,motor_vehicles_trailers_and_semi_trailers,
1886,Zn,other_transport_equipment,
1886,Zn,products_nec,
1886,Ni,construction,
1886,Ni,computers_and_precision_instruments,
1886,Ni,electrical_equipment,
1886,Ni,machinery_and_equipment,
1886,Ni,motor_vehicles_trailers_and_semi_trailers,
1886,Ni,other_transport_equipment,
1886,Ni,products_nec,
1886,Sn,construction,
1886,Sn,computers_and_precision_instruments,
1886,Sn,electrical_equipment,
1886,Sn,machinery_and_equipment,
1886,Sn,motor_vehicles_trailers_and_semi_trailers,
1886,Sn,other_transport_equipment,
1886,Sn,products_nec,
1887,Zn,construction,
1887,Zn,computers_and_precision_instruments,
1887,Zn,electrical_equipment,
1887,Zn,machinery_and_equipment,
1887,Zn,motor_vehicles_trailers_and_semi_trailers,
1887,Zn,other_transport_equipment,
1887,Zn,products_nec,
1887,Ni,construction,
1887,Ni,computers_and_precision_instruments,
1887,Ni,electrical_equipment,
1887,Ni,machinery_and_equipment,
1887,Ni,motor_vehicles_trailers_and_semi_trailers,
1887,Ni,other_transport_equipment,
1887,Ni,products_nec,
1887,Sn,construction,
1887,Sn,computers_and_precision_instruments,
1887,Sn,electrical_equipment,
1887,Sn,machinery_and_equipment,
1887,Sn,motor_vehicles_trailers_and_semi_trailers,
1887,Sn,other_transport_equipment,
1887,Sn,products_nec,
1888,Zn,construction,
1888,Zn,computers_and_precision_instruments,
1888,Zn,electrical_equipment,
1888,Zn,machinery_and_equipment,
1888,Zn,motor_vehicles_trailers_and_semi_trailers,
1888,Zn,other_transport_equipment,
1888,Zn,products_nec,
1888,Ni,construction,
1888,Ni,computers_and_precision_instruments,
1888,Ni,electrical_equipment,
1888,Ni,machinery_and_equipment,
1888,Ni,motor_vehicles_trailers_and_semi_trailers,
1888,Ni,other_transport_equipment,
1888,Ni,products_nec,
1888,Sn,construction,
1888,Sn,computers_and_precision_instruments,
1888,Sn,electrical_equipment,
1888,Sn,machinery_and_equipment,
1888,Sn,motor_vehicles_trailers_and_semi_trailers,
1888,Sn,other_transport_equipment,
1888,Sn,products_nec,
1889,Zn,construction,
1889,Zn,computers_and_precision_instruments,
1889,Zn,electrical_equipment,
1889,Zn,machinery_and_equipment,
1889,Zn,motor_vehicles_trailers_and_semi_trailers,
1889,Zn,other_transport_equipment,
1889,Zn,products_nec,
1889,Ni,construction,
1889,Ni,computers_and_precision_instruments,
1889,Ni,electrical_equipment,
1889,Ni,machinery_and_equipment,
1889,Ni,motor_vehicles_trailers_and_semi_trailers,
1889,Ni,other_transport_equipment,
1889,Ni,products_nec,
1889,Sn,construction,
1889,Sn,computers_and_precision_instruments,
1889,Sn,electrical_equipment,
1889,Sn,machinery_and_equipment,
1889,Sn,motor_vehicles_trailers_and_semi_trailers,
1889,Sn,other_transport_equipment,
1889,Sn,products_nec,
1890,Zn,construction,
1890,Zn,computers_and_precision_instruments,
1890,Zn,electrical_equipment,
1890,Zn,machinery_and_equipment,
1890,Zn,motor_vehicles_trailers_and_semi_trailers,
1890,Zn,other_transport_equipment,
1890,Zn,products_nec,
1890,Ni,construction,
1890,Ni,computers_and_precision_instruments,
1890,Ni,electrical_equipment,
1890,Ni,machinery_and_equipment,
1890,Ni,motor_vehicles_trailers_and_semi_trailers,
1890,Ni,other_transport_equipment,
1890,Ni,products_nec,
1890,Sn,construction,
1890,Sn,computers_and_precision_instruments,
1890,Sn,electrical_equipment,
1890,Sn,machinery_and_equipment,
1890,Sn,motor_vehicles_trailers_and_semi_trailers,
1890,Sn,other_transport_equipment,
1890,Sn,products_nec,
1891,Zn,construction,
1891,Zn,computers_and_precision_instruments,
1891,Zn,electrical_equipment,
1891,Zn,machinery_and_equipment,
1891,Zn,motor_vehicles_trailers_and_semi_trailers,
1891,Zn,other_transport_equipment,
1891,Zn,products_nec,
1891,Ni,construction,
1891,Ni,computers_and_precision_instruments,
1891,Ni,electrical_equipment,
1891,Ni,machinery_and_equipment,
1891,Ni,motor_vehicles_trailers_and_semi_trailers,
1891,Ni,other_transport_equipment,
1891,Ni,products_nec,
1891,Sn,construction,
1891,Sn,computers_and_precision_instruments,
1891,Sn,electrical_equipment,
1891,Sn,machinery_and_equipment,
1891,Sn,motor_vehicles_trailers_and_semi_trailers,
1891,Sn,other_transport_equipment,
1891,Sn,products_nec,
1892,Zn,construction,
1892,Zn,computers_and_precision_instruments,
1892,Zn,electrical_equipment,
1892,Zn,machinery_and_equipment,
1892,Zn,motor_vehicles_trailers_and_semi_trailers,
1892,Zn,other_transport_equipment,
1892,Zn,products_nec,
1892,Ni,construction,
1892,Ni,computers_and_precision_instruments,
1892,Ni,electrical_equipment,
1892,Ni,machinery_and_equipment,
1892,Ni,motor_vehicles_trailers_and_semi_trailers,
1892,Ni,other_transport_equipment,
1892,Ni,products_nec,
1892,Sn,construction,
1892,Sn,computers_and_precision_instruments,
1892,Sn,electrical_equipment,
1892,Sn,machinery_and_equipment,
1892,Sn,motor_vehicles_trailers_and_semi_trailers,
1892,Sn,other_transport_equipment,
1892,Sn,products_nec,
1893,Zn,construction,
1893,Zn,computers_and_precision_instruments,
1893,Zn,electrical_equipment,
1893,Zn,machinery_and_equipment,
1893,Zn,motor_vehicles_trailers_and_semi_trailers,
1893,Zn,other_transport_equipment,
1893,Zn,products_nec,
1893,Ni,construction,
1893,Ni,computers_and_precision_instruments,
1893,Ni,electrical_equipment,
1893,Ni,machinery_and_equipment,
1893,Ni,motor_vehicles_trailers_and_semi_trailers,
1893,Ni,other_transport_equipment,
1893,Ni,products_nec,
1893,Sn,construction,
1893,Sn,computers_and_precision_instruments,
1893,Sn,electrical_equipment,
1893,Sn,machinery_and_equipment,
1893,Sn,motor_vehicles_trailers_and_semi_trailers,
1893,Sn,other_transport_equipment,
1893,Sn,products_nec,
1894,Zn,construction,
1894,Zn,computers_and_precision_instruments,
1894,Zn,electrical_equipment,
1894,Zn,machinery_and_equipment,
1894,Zn,motor_vehicles_trailers_and_semi_trailers,
1894,Zn,other_transport_equipment,
1894,Zn,products_nec,
1894,Ni,construction,
1894,Ni,computers_and_precision_instruments,
1894,Ni,electrical_equipment,
1894,Ni,machinery_and_equipment,
1894,Ni,motor_vehicles_trailers_and_semi_trailers,
1894,Ni,other_transport_equipment,
1894,Ni,products_nec,
1894,Sn,construction,
1894,Sn,computers_and_precision_instruments,
1894,Sn,electrical_equipment,
1894,Sn,machinery_and_equipment,
1894,Sn,motor_vehicles_trailers_and_semi_trailers,
1894,Sn,other_transport_equipment,
1894,Sn,products_nec,
1895,Zn,construction,
1895,Zn,computers_and_precision_instruments,
1895,Zn,electrical_equipment,
1895,Zn,machinery_and_equipment,
1895,Zn,motor_vehicles_trailers_and_semi_trailers,
1895,Zn,other_transport_equipment,
1895,Zn,products_nec,
1895,Ni,construction,
1895,Ni,computers_and_precision_instruments,
1895,Ni,electrical_equipment,
1895,Ni,machinery_and_equipment,
1895,Ni,motor_vehicles_trailers_and_semi_trailers,
1895,Ni,other_transport_equipment,
1895,Ni,products_nec,
1895,Sn,construction,
1895,Sn,computers_and_precision_instruments,
1895,Sn,electrical_equipment,
1895,Sn,machinery_and_equipment,
1895,Sn,motor_vehicles_trailers_and_semi_trailers,
1895,Sn,other_transport_equipment,
1895,Sn,products_nec,
1896,Zn,construction,
1896,Zn,computers_and_precision_instruments,
1896,Zn,electrical_equipment,
1896,Zn,machinery_and_equipment,
1896,Zn,motor_vehicles_trailers_and_semi_trailers,
1896,Zn,other_transport_equipment,
1896,Zn,products_nec,
1896,Ni,construction,
1896,Ni,computers_and_precision_instruments,
1896,Ni,electrical_equipment,
1896,Ni,machinery_and_equipment,
1896,Ni,motor_vehicles_trailers_and_semi_trailers,
1896,Ni,other_transport_equipment,
1896,Ni,products_nec,
1896,Sn,construction,
1896,Sn,computers_and_precision_instruments,
1896,Sn,electrical_equipment,
1896,Sn,machinery_and_equipment,
1896,Sn,motor_vehicles_trailers_and_semi_trailers,
1896,Sn,other_transport_equipment,
1896,Sn,products_nec,
1897,Zn,construction,
1897,Zn,computers_and_precision_instruments,
1897,Zn,electrical_equipment,
1897,Zn,machinery_and_equipment,
1897,Zn,motor_vehicles_trailers_and_semi_trailers,
1897,Zn,other_transport_equipment,
1897,Zn,products_nec,
1897,Ni,construction,
1897,Ni,computers_and_precision_instruments,
1897,Ni,electrical_equipment,
1897,Ni,machinery_and_equipment,
1897,Ni,motor_vehicles_trailers_and_semi_trailers,
1897,Ni,other_transport_equipment,
1897,Ni,products_nec,
1897,Sn,construction,
1897,Sn,computers_and_precision_instruments,
1897,Sn,electrical_equipment,
1897,Sn,machinery_and_equipment,
1897,Sn,motor_vehicles_trailers_and_semi_trailers,
1897,Sn,other_transport_equipment,
1897,Sn,products_nec,
1898,Zn,construction,
1898,Zn,computers_and_precision_instruments,
1898,Zn,electrical_equipment,
1898,Zn,machinery_and_equipment,
1898,Zn,motor_vehicles_trailers_and_semi_trailers,
1898,Zn,other_transport_equipment,
1898,Zn,products_nec,
1898,Ni,construction,
1898,Ni,computers_and_precision_instruments,
1898,Ni,electrical_equipment,
1898,Ni,machinery_and_equipment,
1898,Ni,motor_vehicles_trailers_and_semi_trailers,
1898,Ni,other_transport_equipment,
1898,Ni,products_nec,
1898,Sn,construction,
1898,Sn,computers_and_precision_instruments,
1898,Sn,electrical_equipment,
1898,Sn,machinery_and_equipment,
1898,Sn,motor_vehicles_trailers_and_semi_trailers,
1898,Sn,other_transport_equipment,
1898,Sn,products_nec,
1899,Zn,construction,
1899,Zn,computers_and_precision_instruments,
1899,Zn,electrical_equipment,
1899,Zn,machinery_and_equipment,
1899,Zn,motor_vehicles_trailers_and_semi_trailers,
1899,Zn,other_transport_equipment,
1899,Zn,products_nec,
1899,Ni,construction,
1899,Ni,computers_and_precision_instruments,
1899,Ni,electrical_equipment,
1899,Ni,machinery_and_equipment,
1899,Ni,motor_vehicles_trailers_and_semi_trailers,
1899,Ni,other_transport_equipment,
1899,Ni,products_nec,
1899,Sn,construction,
1899,Sn,computers_and_precision_instruments,
1899,Sn,electrical_equipment,
1899,Sn,machinery_and_equipment,
1899,Sn,motor_vehicles_trailers_and_semi_trailers,
1899,Sn,other_transport_equipment,
1899,Sn,products_nec,
1900,Zn,construction,
1900,Zn,computers_and_precision_instruments,
1900,Zn,electrical_equipment,
1900,Zn,machinery_and_equipment,
1900,Zn,motor_vehicles_trailers_and_semi_trailers,
1900,Zn,other_transport_equipment,
1900,Zn,products_nec,
1900,Ni,construction,
1900,Ni,computers_and_precision_instruments,
1900,Ni,electrical_equipment,
1900,Ni,machinery_and_equipment,
1900,Ni,motor_vehicles_trailers_and_semi_trailers,
1900,Ni,other_transport_equipment,
1900,Ni,products_nec,
1900,Sn,construction,
1900,Sn,computers_and_precision_instruments,
1900,Sn,electrical_equipment,
1900,Sn,machinery_and_equipment,
1900,Sn,motor_vehicles_trailers_and_semi_trailers,
1900,Sn,other_transport_equipment,
1900,Sn,products_nec,
1901,Zn,construction,
1901,Zn,computers_and_precision_instruments,
1901,Zn,electrical_equipment,
1901,Zn,machinery_and_equipment,
1901,Zn,motor_vehicles_trailers_and_semi_trailers,
1901,Zn,other_transport_equipment,
1901,Zn,products_nec,
1901,Ni,construction,
1901,Ni,computers_and_precision_instruments,
1901,Ni,electrical_equipment,
1901,Ni,machinery_and_equipment,
1901,Ni,motor_vehicles_trailers_and_semi_trailers,
1901,Ni,other_transport_equipment,
1901,Ni,products_nec,
1901,Sn,construction,
1901,Sn,computers_and_precision_instruments,
1901,Sn,electrical_equipment,
1901,Sn,machinery_and_equipment,
1901,Sn,motor_vehicles_trailers_and_semi_trailers,
1901,Sn,other_transport_equipment,
1901,Sn,products_nec,
1902,Zn,construction,
1902,Zn,computers_and_precision_instruments,
1902,Zn,electrical_equipment,
1902,Zn,machinery_and_equipment,
1902,Zn,motor_vehicles_trailers_and_semi_trailers,
1902,Zn,other_transport_equipment,
1902,Zn,products_nec,
1902,Ni,construction,
1902,Ni,computers_and_precision_instruments,
1902,Ni,electrical_equipment,
1902,Ni,machinery_and_equipment,
1902,Ni,motor_vehicles_trailers_and_semi_trailers,
1902,Ni,other_transport_equipment,
1902,Ni,products_nec,
1902,Sn,construction,
1902,Sn,computers_and_precision_instruments,
1902,Sn,electrical_equipment,
1902,Sn,machinery_and_equipment,
1902,Sn,motor_vehicles_trailers_and_semi_trailers,
1902,Sn,other_transport_equipment,
1902,Sn,products_nec,
1903,Zn,construction,
1903,Zn,computers_and_precision_instruments,
1903,Zn,electrical_equipment,
1903,Zn,machinery_and_equipment,
1903,Zn,motor_vehicles_trailers_and_semi_trailers,
1903,Zn,other_transport_equipment,
1903,Zn,products_nec,
1903,Ni,construction,
1903,Ni,computers_and_precision_instruments,
1903,Ni,electrical_equipment,
1903,Ni,machinery_and_equipment,
1903,Ni,motor_vehicles_trailers_and_semi_trailers,
1903,Ni,other_transport_equipment,
1903,Ni,products_nec,
1903,Sn,construction,
1903,Sn,computers_and_precision_instruments,
1903,Sn,electrical_equipment,
1903,Sn,machinery_and_equipment,
1903,Sn,motor_vehicles_trailers_and_semi_trailers,
1903,Sn,other_transport_equipment,
1903,Sn,products_nec,
1904,Zn,construction,
1904,Zn,computers_and_precision_instruments,
1904,Zn,electrical_equipment,
1904,Zn,machinery_and_equipment,
1904,Zn,motor_vehicles_trailers_and_semi_trailers,
1904,Zn,other_transport_equipment,
1904,Zn,products_nec,
1904,Ni,construction,
1904,Ni,computers_and_precision_instruments,
1904,Ni,electrical_equipment,
1904,Ni,machinery_and_equipment,
1904,Ni,motor_vehicles_trailers_and_semi_trailers,
1904,Ni,other_transport_equipment,
1904,Ni,products_nec,
1904,Sn,construction,
1904,Sn,computers_and_precision_instruments,
1904,Sn,electrical_equipment,
1904,Sn,machinery_and_equipment,
1904,Sn,motor_vehicles_trailers_and_semi_trailers,
1904,Sn,other_transport_equipment,
1904,Sn,products_nec,
1905,Zn,construction,
1905,Zn,computers_and_precision_instruments,
1905,Zn,electrical_equipment,
1905,Zn,machinery_and_equipment,
1905,Zn,motor_vehicles_trailers_and_semi_trailers,
1905,Zn,other_transport_equipment,
1905,Zn,products_nec,
1905,Ni,construction,
1905,Ni,computers_and_precision_instruments,
1905,Ni,electrical_equipment,
1905,Ni,machinery_and_equipment,
1905,Ni,motor_vehicles_trailers_and_semi_trailers,
1905,Ni,other_transport_equipment,
1905,Ni,products_nec,
1905,Sn,construction,
1905,Sn,computers_and_precision_instruments,
1905,Sn,electrical_equipment,
1905,Sn,machinery_and_equipment,
1905,Sn,motor_vehicles_trailers_and_semi_trailers,
1905,Sn,other_transport_equipment,
1905,Sn,products_nec,
1906,Zn,construction,
1906,Zn,computers_and_precision_instruments,
1906,Zn,electrical_equipment,
1906,Zn,machinery_and_equipment,
1906,Zn,motor_vehicles_trailers_and_semi_trailers,
1906,Zn,other_transport_equipment,
1906,Zn,products_nec,
1906,Ni,construction,
1906,Ni,computers_and_precision_instruments,
1906,Ni,electrical_equipment,
1906,Ni,machinery_and_equipment,
1906,Ni,motor_vehicles_trailers_and_semi_trailers,
1906,Ni,other_transport_equipment,
1906,Ni,products_nec,
1906,Sn,construction,
1906,Sn,computers_and_precision_instruments,
1906,Sn,electrical_equipment,
1906,Sn,machinery_and_equipment,
1906,Sn,motor_vehicles_trailers_and_semi_trailers,
1906,Sn,other_transport_equipment,
1906,Sn,products_nec,
1907,Zn,construction,
1907,Zn,computers_and_precision_instruments,
1907,Zn,electrical_equipment,
1907,Zn,machinery_and_equipment,
1907,Zn,motor_vehicles_trailers_and_semi_trailers,
1907,Zn,other_transport_equipment,
1907,Zn,products_nec,
1907,Ni,construction,
1907,Ni,computers_and_precision_instruments,
1907,Ni,electrical_equipment,
1907,Ni,machinery_and_equipment,
1907,Ni,motor_vehicles_trailers_and_semi_trailers,
1907,Ni,other_transport_equipment,
1907,Ni,products_nec,
1907,Sn,construction,
1907,Sn,computers_and_precision_instruments,
1907,Sn,electrical_equipment,
1907,Sn,machinery_and_equipment,
1907,Sn,motor_vehicles_trailers_and_semi_trailers,
1907,Sn,other_transport_equipment,
1907,Sn,products_nec,
1908,Zn,construction,
1908,Zn,computers_and_precision_instruments,
1908,Zn,electrical_equipment,
1908,Zn,machinery_and_equipment,
1908,Zn,motor_vehicles_trailers_and_semi_trailers,
1908,Zn,other_transport_equipment,
1908,Zn,products_nec,
1908,Ni,construction,
1908,Ni,computers_and_precision_instruments,
1908,Ni,electrical_equipment,
1908,Ni,machinery_and_equipment,
1908,Ni,motor_vehicles_trailers_and_semi_trailers,
1908,Ni,other_transport_equipment,
1908,Ni,products_nec,
1908,Sn,construction,
1908,Sn,computers_and_precision_instruments,
1908,Sn,electrical_equipment,
1908,Sn,machinery_and_equipment,
1908,Sn,motor_vehicles_trailers_and_semi_trailers,
1908,Sn,other_transport_equipment,
1908,Sn,products_nec,
1909,Zn,construction,
1909,Zn,computers_and_precision_instruments,
1909,Zn,electrical_equipment,
1909,Zn,machinery_and_equipment,
1909,Zn,motor_vehicles_trailers_and_semi_trailers,
1909,Zn,other_transport_equipment,
1909,Zn,products_nec,
1909,Ni,construction,
1909,Ni,computers_and_precision_instruments,
1909,Ni,electrical_equipment,
1909,Ni,machinery_and_equipment,
1909,Ni,motor_vehicles_trailers_and_semi_trailers,
1909,Ni,other_transport_equipment,
1909,Ni,products_nec,
1909,Sn,construction,
1909,Sn,computers_and_precision_instruments,
1909,Sn,electrical_equipment,
1909,Sn,machinery_and_equipment,
1909,Sn,motor_vehicles_trailers_and_semi_trailers,
1909,Sn,other_transport_equipment,
1909,Sn,products_nec,
1910,Zn,construction,
1910,Zn,computers_and_precision_instruments,
1910,Zn,electrical_equipment,
1910,Zn,machinery_and_equipment,
1910,Zn,motor_vehicles_trailers_and_semi_trailers,
1910,Zn,other_transport_equipment,
1910,Zn,products_nec,
1910,Ni,construction,
1910,Ni,computers_and_precision_instruments,
1910,Ni,electrical_equipment,
1910,Ni,machinery_and_equipment,
1910,Ni,motor_vehicles_trailers_and_semi_trailers,
1910,Ni,other_transport_equipment,
1910,Ni,products_nec,
1910,Sn,construction,
1910,Sn,computers_and_precision_instruments,
1910,Sn,electrical_equipment,
1910,Sn,machinery_and_equipment,
1910,Sn,motor_vehicles_trailers_and_semi_trailers,
1910,Sn,other_transport_equipment,
1910,Sn,products_nec,
1911,Zn,construction,
1911,Zn,computers_and_precision_instruments,
1911,Zn,electrical_equipment,
1911,Zn,machinery_and_equipment,
1911,Zn,motor_vehicles_trailers_and_semi_trailers,
1911,Zn,other_transport_equipment,
1911,Zn,products_nec,
1911,Ni,construction,
1911,Ni,computers_and_precision_instruments,
1911,Ni,electrical_equipment,
1911,Ni,machinery_and_equipment,
1911,Ni,motor_vehicles_trailers_and_semi_trailers,
1911,Ni,other_transport_equipment,
1911,Ni,products_nec,
1911,Sn,construction,
1911,Sn,computers_and_precision_instruments,
1911,Sn,electrical_equipment,
1911,Sn,machinery_and_equipment,
1911,Sn,motor_vehicles_trailers_and_semi_trailers,
1911,Sn,other_transport_equipment,
1911,Sn,products_nec,
1912,Zn,construction,
1912,Zn,computers_and_precision_instruments,
1912,Zn,electrical_equipment,
1912,Zn,machinery_and_equipment,
1912,Zn,motor_vehicles_trailers_and_semi_trailers,
1912,Zn,other_transport_equipment,
1912,Zn,products_nec,
1912,Ni,construction,
1912,Ni,computers_and_precision_instruments,
1912,Ni,electrical_equipment,
1912,Ni,machinery_and_equipment,
1912,Ni,motor_vehicles_trailers_and_semi_trailers,
1912,Ni,other_transport_equipment,
1912,Ni,products_nec,
1912,Sn,construction,
1912,Sn,computers_and_precision_instruments,
1912,Sn,electrical_equipment,
1912,Sn,machinery_and_equipment,
1912,Sn,motor_vehicles_trailers_and_semi_trailers,
1912,Sn,other_transport_equipment,
1912,Sn,products_nec,
1913,Zn,construction,
1913,Zn,computers_and_precision_instruments,
1913,Zn,electrical_equipment,
1913,Zn,machinery_and_equipment,
1913,Zn,motor_vehicles_trailers_and_semi_trailers,
1913,Zn,other_transport_equipment,
1913,Zn,products_nec,
1913,Ni,construction,
1913,Ni,computers_and_precision_instruments,
1913,Ni,electrical_equipment,
1913,Ni,machinery_and_equipment,
1913,Ni,motor_vehicles_trailers_and_semi_trailers,
1913,Ni,other_transport_equipment,
1913,Ni,products_nec,
1913,Sn,construction,
1913,Sn,computers_and_precision_instruments,
1913,Sn,electrical_equipment,
1913,Sn,machinery_and_equipment,
1913,Sn,motor_vehicles_trailers_and_semi_trailers,
1913,Sn,other_transport_equipment,
1913,Sn,products_nec,
1914,Zn,construction,
1914,Zn,computers_and_precision_instruments,
1914,Zn,electrical_equipment,
1914,Zn,machinery_and_equipment,
1914,Zn,motor_vehicles_trailers_and_semi_trailers,
1914,Zn,other_transport_equipment,
1914,Zn,products_nec,
1914,Ni,construction,
1914,Ni,computers_and_precision_instruments,
1914,Ni,electrical_equipment,
1914,Ni,machinery_and_equipment,
1914,Ni,motor_vehicles_trailers_and_semi_trailers,
1914,Ni,other_transport_equipment,
1914,Ni,products_nec,
1914,Sn,construction,
1914,Sn,computers_and_precision_instruments,
1914,Sn,electrical_equipment,
1914,Sn,machinery_and_equipment,
1914,Sn,motor_vehicles_trailers_and_semi_trailers,
1914,Sn,other_transport_equipment,
1914,Sn,products_nec,
1915,Zn,construction,
1915,Zn,computers_and_precision_instruments,
1915,Zn,electrical_equipment,
1915,Zn,machinery_and_equipment,
1915,Zn,motor_vehicles_trailers_and_semi_trailers,
1915,Zn,other_transport_equipment,
1915,Zn,products_nec,
1915,Ni,construction,
1915,Ni,computers_and_precision_instruments,
1915,Ni,electrical_equipment,
1915,Ni,machinery_and_equipment,
1915,Ni,motor_vehicles_trailers_and_semi_trailers,
1915,Ni,other_transport_equipment,
1915,Ni,products_nec,
1915,Sn,construction,
1915,Sn,computers_and_precision_instruments,
1915,Sn,electrical_equipment,
1915,Sn,machinery_and_equipment,
1915,Sn,motor_vehicles_trailers_and_semi_trailers,
1915,Sn,other_transport_equipment,
1915,Sn,products_nec,
1916,Zn,construction,
1916,Zn,computers_and_precision_instruments,
1916,Zn,electrical_equipment,
1916,Zn,machinery_and_equipment,
1916,Zn,motor_vehicles_trailers_and_semi_trailers,
1916,Zn,other_transport_equipment,
1916,Zn,products_nec,
1916,Ni,construction,
1916,Ni,computers_and_precision_instruments,
1916,Ni,electrical_equipment,
1916,Ni,machinery_and_equipment,
1916,Ni,motor_vehicles_trailers_and_semi_trailers,
1916,Ni,other_transport_equipment,
1916,Ni,products_nec,
1916,Sn,construction,
1916,Sn,computers_and_precision_instruments,
1916,Sn,electrical_equipment,
1916,Sn,machinery_and_equipment,
1916,Sn,motor_vehicles_trailers_and_semi_trailers,
1916,Sn,other_transport_equipment,
1916,Sn,products_nec,
1917,Zn,construction,
1917,Zn,computers_and_precision_instruments,
1917,Zn,electrical_equipment,
1917,Zn,machinery_and_equipment,
1917,Zn,motor_vehicles_trailers_and_semi_trailers,
1917,Zn,other_transport_equipment,
1917,Zn,products_nec,
1917,Ni,construction,
1917,Ni,computers_and_precision_instruments,
1917,Ni,electrical_equipment,
1917,Ni,machinery_and_equipment,
1917,Ni,motor_vehicles_trailers_and_semi_trailers,
1917,Ni,other_transport_equipment,
1917,Ni,products_nec,
1917,Sn,construction,
1917,Sn,computers_and_precision_instruments,
1917,Sn,electrical_equipment,
1917,Sn,machinery_and_equipment,
1917,Sn,motor_vehicles_trailers_and_semi_trailers,
1917,Sn,other_transport_equipment,
1917,Sn,products_nec,
1918,Zn,construction,
1918,Zn,computers_and_precision_instruments,
1918,Zn,electrical_equipment,
1918,Zn,machinery_and_equipment,
1918,Zn,motor_vehicles_trailers_and_semi_trailers,
1918,Zn,other_transport_equipment,
1918,Zn,products_nec,
1918,Ni,construction,
1918,Ni,computers_and_precision_instruments,
1918,Ni,electrical_equipment,
1918,Ni,machinery_and_equipment,
1918,Ni,motor_vehicles_trailers_and_semi_trailers,
1918,Ni,other_transport_equipment,
1918,Ni,products_nec,
1918,Sn,construction,
1918,Sn,computers_and_precision_instruments,
1918,Sn,electrical_equipment,
1918,Sn,machinery_and_equipment,
1918,Sn,motor_vehicles_trailers_and_semi_trailers,
1918,Sn,other_transport_equipment,
1918,Sn,products_nec,
1919,Zn,construction,
1919,Zn,computers_and_precision_instruments,
1919,Zn,electrical_equipment,
1919,Zn,machinery_and_equipment,
1919,Zn,motor_vehicles_trailers_and_semi_trailers,
1919,Zn,other_transport_equipment,
1919,Zn,products_nec,
1919,Ni,construction,
1919,Ni,computers_and_precision_instruments,
1919,Ni,electrical_equipment,
1919,Ni,machinery_and_equipment,
1919,Ni,motor_vehicles_trailers_and_semi_trailers,
1919,Ni,other_transport_equipment,
1919,Ni,products_nec,
1919,Sn,construction,
1919,Sn,computers_and_precision_instruments,
1919,Sn,electrical_equipment,
1919,Sn,machinery_and_equipment,
1919,Sn,motor_vehicles_trailers_and_semi_trailers,
1919,Sn,other_transport_equipment,
1919,Sn,products_nec,
1920,Zn,construction,
1920,Zn,computers_and_precision_instruments,
1920,Zn,electrical_equipment,
1920,Zn,machinery_and_equipment,
1920,Zn,motor_vehicles_trailers_and_semi_trailers,
1920,Zn,other_transport_equipment,
1920,Zn,products_nec,
1920,Ni,construction,
1920,Ni,computers_and_precision_instruments,
1920,Ni,electrical_equipment,
1920,Ni,machinery_and_equipment,
1920,Ni,motor_vehicles_trailers_and_semi_trailers,
1920,Ni,other_transport_equipment,
1920,Ni,products_nec,
1920,Sn,construction,
1920,Sn,computers_and_precision_instruments,
1920,Sn,electrical_equipment,
1920,Sn,machinery_and_equipment,
1920,Sn,motor_vehicles_trailers_and_semi_trailers,
1920,Sn,other_transport_equipment,
1920,Sn,products_nec,
1921,Zn,construction,
1921,Zn,computers_and_precision_instruments,
1921,Zn,electrical_equipment,
1921,Zn,machinery_and_equipment,
1921,Zn,motor_vehicles_trailers_and_semi_trailers,
1921,Zn,other_transport_equipment,
1921,Zn,products_nec,
1921,Ni,construction,
1921,Ni,computers_and_precision_instruments,
1921,Ni,electrical_equipment,
1921,Ni,machinery_and_equipment,
1921,Ni,motor_vehicles_trailers_and_semi_trailers,
1921,Ni,other_transport_equipment,
1921,Ni,products_nec,
1921,Sn,construction,
1921,Sn,computers_and_precision_instruments,
1921,Sn,electrical_equipment,
1921,Sn,machinery_and_equipment,
1921,Sn,motor_vehicles_trailers_and_semi_trailers,
1921,Sn,other_transport_equipment,
1921,Sn,products_nec,
1922,Zn,construction,
