t,m,c,o,d,value
1850,Ni,concentrate,EU27,ROW,
1850,Ni,concentrate,CHN,EU27,
1850,Ni,concentrate,CHN,CHN,
1850,Ni,concentrate,CHN,ROW,
1850,Ni,concentrate,ROW,EU27,
1850,Ni,concentrate,ROW,CHN,
1850,Ni,concentrate,ROW,ROW,
1850,Ni,refined_metal,EU27,EU27,
1850,Ni,refined_metal,EU27,CHN,
1850,Ni,refined_metal,EU27,ROW,
1850,Ni,refined_metal,CHN,EU27,
1850,Ni,refined_metal,CHN,CHN,
1850,Ni,refined_metal,CHN,ROW,
1850,Ni,refined_metal,ROW,EU27,
1850,Ni,refined_metal,ROW,CHN,
1850,Ni,refined_metal,ROW,ROW,
1850,Ni,scrap,EU27,EU27,
1850,Ni,scrap,EU27,CHN,
1850,Ni,scrap,EU27,ROW,
1850,Ni,scrap,CHN,EU27,
1850,Ni,scrap,CHN,CHN,
1850,Ni,scrap,CHN,ROW,
1850,Ni,scrap,ROW,EU27,
1850,Ni,scrap,ROW,CHN,
1850,Ni,scrap,ROW,ROW,
1850,Sn,concentrate,EU27,EU27,
1850,Sn,concentrate,EU27,CHN,
1850,Sn,concentrate,EU27,ROW,
1850,Sn,concentrate,CHN,EU27,
1850,Sn,concentrate,CHN,CHN,
1850,Sn,concentrate,CHN,ROW,
1850,Sn,concentrate,ROW,EU27,
1850,Sn,concentrate,ROW,CHN,
1850,Sn,concentrate,ROW,ROW,
1850,Sn,refined_metal,EU27,EU27,
1850,Sn,refined_metal,EU27,CHN,
1850,Sn,refined_metal,EU27,ROW,
1850,Sn,refined_metal,CHN,EU27,
1850,Sn,refined_metal,CHN,CHN,
1850,Sn,refined_metal,CHN,ROW,
1850,Sn,refined_metal,ROW,EU27,
1850,Sn,refined_metal,ROW,CHN,
1850,Sn,refined_metal,ROW,ROW,
1850,Sn,scrap,EU27,EU27,
1850,Sn,scrap,EU27,CHN,
1850,Sn,scrap,EU27,ROW,
1850,Sn,scrap,CHN,EU27,
1850,Sn,scrap,CHN,CHN,
1850,Sn,scrap,CHN,ROW,
1850,Sn,scrap,ROW,EU27,
1850,Sn,scrap,ROW,CHN,
1850,Sn,scrap,ROW,ROW,
1851,Zn,concentrate,EU27,EU27,
1851,Zn,concentrate,EU27,CHN,
1851,Zn,concentrate,EU27,ROW,
1851,Zn,concentrate,CHN,EU27,
1851,Zn,concentrate,CHN,CHN,
1851,Zn,concentrate,CHN,ROW,
1851,Zn,concentrate,ROW,EU27,
1851,Zn,concentrate,ROW,CHN,
1851,Zn,concentrate,ROW,ROW,
1851,Zn,refined_metal,EU27,EU27,
1851,Zn,refined_metal,EU27,CHN,
1851,Zn,refined_metal,EU27,ROW,
1851,Zn,refined_metal,CHN,EU27,
1851,Zn,refined_metal,CHN,CHN,
1851,Zn,refined_metal,CHN,ROW,
1851,Zn,refined_metal,ROW,EU27,
1851,Zn,refined_metal,ROW,CHN,
1851,Zn,refined_metal,ROW,ROW,
1851,Zn,scrap,EU27,EU27,
1851,Zn,scrap,EU27,CHN,
1851,Zn,scrap,EU27,ROW,
1851,Zn,scrap,CHN,EU27,
1851,Zn,scrap,CHN,CHN,
1851,Zn,scrap,CHN,ROW,
1851,Zn,scrap,ROW,EU27,
1851,Zn,scrap,ROW,CHN,
1851,Zn,scrap,ROW,ROW,
1851,Ni,concentrate,EU27,EU27,
1851,Ni,concentrate,EU27,CHN,
1851,Ni,concentrate,EU27,ROW,
1851,Ni,concentrate,CHN,EU27,
1851,Ni,concentrate,CHN,CHN,
1851,Ni,concentrate,CHN,ROW,
1851,Ni,concentrate,ROW,EU27,
1851,Ni,concentrate,ROW,CHN,
1851,Ni,concentrate,ROW,ROW,
1851,Ni,refined_metal,EU27,EU27,
1851,Ni,refined_metal,EU27,CHN,
1851,Ni,refined_metal,EU27,ROW,
1851,Ni,refined_metal,CHN,EU27,
1851,Ni,refined_metal,CHN,CHN,
1851,Ni,refined_metal,CHN,ROW,
1851,Ni,refined_metal,ROW,EU27,
1851,Ni,refined_metal,ROW,CHN,
1851,Ni,refined_metal,ROW,ROW,
1851,Ni,scrap,EU27,EU27,
1851,Ni,scrap,EU27,CHN,
1851,Ni,scrap,EU27,ROW,
1851,Ni,scrap,CHN,EU27,
1851,Ni,scrap,CHN,CHN,
1851,Ni,scrap,CHN,ROW,
1851,Ni,scrap,ROW,EU27,
1851,Ni,scrap,ROW,CHN,
1851,Ni,scrap,ROW,ROW,
1851,Sn,concentrate,EU27,EU27,
1851,Sn,concentrate,EU27,CHN,
1851,Sn,concentrate,EU27,ROW,
1851,Sn,concentrate,CHN,EU27,
1851,Sn,concentrate,CHN,CHN,
1851,Sn,concentrate,CHN,ROW,
1851,Sn,concentrate,ROW,EU27,
1851,Sn,concentrate,ROW,CHN,
1851,Sn,concentrate,ROW,ROW,
1851,Sn,refined_metal,EU27,EU27,
1851,Sn,refined_metal,EU27,CHN,
1851,Sn,refined_metal,EU27,ROW,
1851,Sn,refined_metal,CHN,EU27,
1851,Sn,refined_metal,CHN,CHN,
1851,Sn,refined_metal,CHN,ROW,
1851,Sn,refined_metal,ROW,EU27,
1851,Sn,refined_metal,ROW,CHN,
1851,Sn,refined_metal,ROW,ROW,
1851,Sn,scrap,EU27,EU27,
1851,Sn,scrap,EU27,CHN,
1851,Sn,scrap,EU27,ROW,
1851,Sn,scrap,CHN,EU27,
1851,Sn,scrap,CHN,CHN,
1851,Sn,scrap,CHN,ROW,
1851,Sn,scrap,ROW,EU27,
1851,Sn,scrap,ROW,CHN,
1851,Sn,scrap,ROW,ROW,
1852,Zn,concentrate,EU27,EU27,
1852,Zn,concentrate,EU27,CHN,
1852,Zn,concentrate,EU27,ROW,
1852,Zn,concentrate,CHN,EU27,
1852,Zn,concentrate,CHN,CHN,
1852,Zn,concentrate,CHN,ROW,
1852,Zn,concentrate,ROW,EU27,
1852,Zn,concentrate,ROW,CHN,
1852,Zn,concentrate,ROW,ROW,
1852,Zn,refined_metal,EU27,EU27,
1852,Zn,refined_metal,EU27,CHN,
1852,Zn,refined_metal,EU27,ROW,
1852,Zn,refined_metal,CHN,EU27,
1852,Zn,refined_metal,CHN,CHN,
1852,Zn,refined_metal,CHN,ROW,
1852,Zn,refined_metal,ROW,EU27,
1852,Zn,refined_metal,ROW,CHN,
1852,Zn,refined_metal,ROW,ROW,
1852,Zn,scrap,EU27,EU27,
1852,Zn,scrap,EU27,CHN,
1852,Zn,scrap,EU27,ROW,
1852,Zn,scrap,CHN,EU27,
1852,Zn,scrap,CHN,CHN,
1852,Zn,scrap,CHN,ROW,
1852,Zn,scrap,ROW,EU27,
1852,Zn,scrap,ROW,CHN,
1852,Zn,scrap,ROW,ROW,
1852,Ni,concentrate,EU27,EU27,
1852,Ni,concentrate,EU27,CHN,
1852,Ni,concentrate,EU27,ROW,
1852,Ni,concentrate,CHN,EU27,
1852,Ni,concentrate,CHN,CHN,
1852,Ni,concentrate,CHN,ROW,
1852,Ni,concentrate,ROW,EU27,
1852,Ni,concentrate,ROW,CHN,
1852,Ni,concentrate,ROW,ROW,
1852,Ni,refined_metal,EU27,EU27,
1852,Ni,refined_metal,EU27,CHN,
1852,Ni,refined_metal,EU27,ROW,
1852,Ni,refined_metal,CHN,EU27,
1852,Ni,refined_metal,CHN,CHN,
1852,Ni,refined_metal,CHN,ROW,
1852,Ni,refined_metal,ROW,EU27,
1852,Ni,refined_metal,ROW,CHN,
1852,Ni,refined_metal,ROW,ROW,
1852,Ni,scrap,EU27,EU27,
1852,Ni,scrap,EU27,CHN,
1852,Ni,scrap,EU27,ROW,
1852,Ni,scrap,CHN,EU27,
1852,Ni,scrap,CHN,CHN,
1852,Ni,scrap,CHN,ROW,
1852,Ni,scrap,ROW,EU27,
1852,Ni,scrap,ROW,CHN,
1852,Ni,scrap,ROW,ROW,
1852,Sn,concentrate,EU27,EU27,
1852,Sn,concentrate,EU27,CHN,
1852,Sn,concentrate,EU27,ROW,
1852,Sn,concentrate,CHN,EU27,
1852,Sn,concentrate,CHN,CHN,
1852,Sn,concentrate,CHN,ROW,
1852,Sn,concentrate,ROW,EU27,
1852,Sn,concentrate,ROW,CHN,
1852,Sn,concentrate,ROW,ROW,
1852,Sn,refined_metal,EU27,EU27,
1852,Sn,refined_metal,EU27,CHN,
1852,Sn,refined_metal,EU27,ROW,
1852,Sn,refined_metal,CHN,EU27,
1852,Sn,refined_metal,CHN,CHN,
1852,Sn,refined_metal,CHN,ROW,
1852,Sn,refined_metal,ROW,EU27,
1852,Sn,refined_metal,ROW,CHN,
1852,Sn,refined_metal,ROW,ROW,
1852,Sn,scrap,EU27,EU27,
1852,Sn,scrap,EU27,CHN,
1852,Sn,scrap,EU27,ROW,
1852,Sn,scrap,CHN,EU27,
1852,Sn,scrap,CHN,CHN,
1852,Sn,scrap,CHN,ROW,
1852,Sn,scrap,ROW,EU27,
1852,Sn,scrap,ROW,CHN,
1852,Sn,scrap,ROW,ROW,
1853,Zn,concentrate,EU27,EU27,
1853,Zn,concentrate,EU27,CHN,
1853,Zn,concentrate,EU27,ROW,
1853,Zn,concentrate,CHN,EU27,
1853,Zn,concentrate,CHN,CHN,
1853,Zn,concentrate,CHN,ROW,
1853,Zn,concentrate,ROW,EU27,
1853,Zn,concentrate,ROW,CHN,
1853,Zn,concentrate,ROW,ROW,
1853,Zn,refined_metal,EU27,EU27,
1853,Zn,refined_metal,EU27,CHN,
1853,Zn,refined_metal,EU27,ROW,
1853,Zn,refined_metal,CHN,EU27,
1853,Zn,refined_metal,CHN,CHN,
1853,Zn,refined_metal,CHN,ROW,
1853,Zn,refined_metal,ROW,EU27,
1853,Zn,refined_metal,ROW,CHN,
1853,Zn,refined_metal,ROW,ROW,
1853,Zn,scrap,EU27,EU27,
1853,Zn,scrap,EU27,CHN,
1853,Zn,scrap,EU27,ROW,
1853,Zn,scrap,CHN,EU27,
1853,Zn,scrap,CHN,CHN,
1853,Zn,scrap,CHN,ROW,
1853,Zn,scrap,ROW,EU27,
1853,Zn,scrap,ROW,CHN,
1853,Zn,scrap,ROW,ROW,
1853,Ni,concentrate,EU27,EU27,
1853,Ni,concentrate,EU27,CHN,
1853,Ni,concentrate,EU27,ROW,
1853,Ni,concentrate,CHN,EU27,
1853,Ni,concentrate,CHN,CHN,
1853,Ni,concentrate,CHN,ROW,
1853,Ni,concentrate,ROW,EU27,
1853,Ni,concentrate,ROW,CHN,
1853,Ni,concentrate,ROW,ROW,
1853,Ni,refined_metal,EU27,EU27,
1853,Ni,refined_metal,EU27,CHN,
1853,Ni,refined_metal,EU27,ROW,
1853,Ni,refined_metal,CHN,EU27,
1853,Ni,refined_metal,CHN,CHN,
1853,Ni,refined_metal,CHN,ROW,
1853,Ni,refined_metal,ROW,EU27,
1853,Ni,refined_metal,ROW,CHN,
1853,Ni,refined_metal,ROW,ROW,
1853,Ni,scrap,EU27,EU27,
1853,Ni,scrap,EU27,CHN,
1853,Ni,scrap,EU27,ROW,
1853,Ni,scrap,CHN,EU27,
1853,Ni,scrap,CHN,CHN,
1853,Ni,scrap,CHN,ROW,
1853,Ni,scrap,ROW,EU27,
1853,Ni,scrap,ROW,CHN,
1853,Ni,scrap,ROW,ROW,
1853,Sn,concentrate,EU27,EU27,
1853,Sn,concentrate,EU27,CHN,
1853,Sn,concentrate,EU27,ROW,
1853,Sn,concentrate,CHN,EU27,
1853,Sn,concentrate,CHN,CHN,
1853,Sn,concentrate,CHN,ROW,
1853,Sn,concentrate,ROW,EU27,
1853,Sn,concentrate,ROW,CHN,
1853,Sn,concentrate,ROW,ROW,
1853,Sn,refined_metal,EU27,EU27,
1853,Sn,refined_metal,EU27,CHN,
1853,Sn,refined_metal,EU27,ROW,
1853,Sn,refined_metal,CHN,EU27,
1853,Sn,refined_metal,CHN,CHN,
1853,Sn,refined_metal,CHN,ROW,
1853,Sn,refined_metal,ROW,EU27,
1853,Sn,refined_metal,ROW,CHN,
1853,Sn,refined_metal,ROW,ROW,
1853,Sn,scrap,EU27,EU27,
1853,Sn,scrap,EU27,CHN,
1853,Sn,scrap,EU27,ROW,
1853,Sn,scrap,CHN,EU27,
1853,Sn,scrap,CHN,CHN,
1853,Sn,scrap,CHN,ROW,
1853,Sn,scrap,ROW,EU27,
1853,Sn,scrap,ROW,CHN,
1853,Sn,scrap,ROW,ROW,
1854,Zn,concentrate,EU27,EU27,
1854,Zn,concentrate,EU27,CHN,
1854,Zn,concentrate,EU27,ROW,
1854,Zn,concentrate,CHN,EU27,
1854,Zn,concentrate,CHN,CHN,
1854,Zn,concentrate,CHN,ROW,
1854,Zn,concentrate,ROW,EU27,
1854,Zn,concentrate,ROW,CHN,
1854,Zn,concentrate,ROW,ROW,
1854,Zn,refined_metal,EU27,EU27,
1854,Zn,refined_metal,EU27,CHN,
1854,Zn,refined_metal,EU27,ROW,
1854,Zn,refined_metal,CHN,EU27,
1854,Zn,refined_metal,CHN,CHN,
1854,Zn,refined_metal,CHN,ROW,
1854,Zn,refined_metal,ROW,EU27,
1854,Zn,refined_metal,ROW,CHN,
1854,Zn,refined_metal,ROW,ROW,
1854,Zn,scrap,EU27,EU27,
1854,Zn,scrap,EU27,CHN,
1854,Zn,scrap,EU27,ROW,
1854,Zn,scrap,CHN,EU27,
1854,Zn,scrap,CHN,CHN,
1854,Zn,scrap,CHN,ROW,
1854,Zn,scrap,ROW,EU27,
1854,Zn,scrap,ROW,CHN,
1854,Zn,scrap,ROW,ROW,
1854,Ni,concentrate,EU27,EU27,
1854,Ni,concentrate,EU27,CHN,
1854,Ni,concentrate,EU27,ROW,
1854,Ni,concentrate,CHN,EU27,
1854,Ni,concentrate,CHN,CHN,
1854,Ni,concentrate,CHN,ROW,
1854,Ni,concentrate,ROW,EU27,
1854,Ni,concentrate,ROW,CHN,
1854,Ni,concentrate,ROW,ROW,
1854,Ni,refined_metal,EU27,EU27,
1854,Ni,refined_metal,EU27,CHN,
1854,Ni,refined_metal,EU27,ROW,
1854,Ni,refined_metal,CHN,EU27,
1854,Ni,refined_metal,CHN,CHN,
1854,Ni,refined_metal,CHN,ROW,
1854,Ni,refined_metal,ROW,EU27,
1854,Ni,refined_metal,ROW,CHN,
1854,Ni,refined_metal,ROW,ROW,
1854,Ni,scrap,EU27,EU27,
1854,Ni,scrap,EU27,CHN,
1854,Ni,scrap,EU27,ROW,
1854,Ni,scrap,CHN,EU27,
1854,Ni,scrap,CHN,CHN,
1854,Ni,scrap,CHN,ROW,
1854,Ni,scrap,ROW,EU27,
1854,Ni,scrap,ROW,CHN,
1854,Ni,scrap,ROW,ROW,
1854,Sn,concentrate,EU27,EU27,
1854,Sn,concentrate,EU27,CHN,
1854,Sn,concentrate,EU27,ROW,
1854,Sn,concentrate,CHN,EU27,
1854,Sn,concentrate,CHN,CHN,
1854,Sn,concentrate,CHN,ROW,
1854,Sn,concentrate,ROW,EU27,
1854,Sn,concentrate,ROW,CHN,
1854,Sn,concentrate,ROW,ROW,
1854,Sn,refined_metal,EU27,EU27,
1854,Sn,refined_metal,EU27,CHN,
1854,Sn,refined_metal,EU27,ROW,
1854,Sn,refined_metal,CHN,EU27,
1854,Sn,refined_metal,CHN,CHN,
1854,Sn,refined_metal,CHN,ROW,
1854,Sn,refined_metal,ROW,EU27,
1854,Sn,refined_metal,ROW,CHN,
1854,Sn,refined_metal,ROW,ROW,
1854,Sn,scrap,EU27,EU27,
1854,Sn,scrap,EU27,CHN,
1854,Sn,scrap,EU27,ROW,
1854,Sn,scrap,CHN,EU27,
1854,Sn,scrap,CHN,CHN,
1854,Sn,scrap,CHN,ROW,
1854,Sn,scrap,ROW,EU27,
1854,Sn,scrap,ROW,CHN,
1854,Sn,scrap,ROW,ROW,
1855,Zn,concentrate,EU27,EU27,
1855,Zn,concentrate,EU27,CHN,
1855,Zn,concentrate,EU27,ROW,
1855,Zn,concentrate,CHN,EU27,
1855,Zn,concentrate,CHN,CHN,
1855,Zn,concentrate,CHN,ROW,
1855,Zn,concentrate,ROW,EU27,
1855,Zn,concentrate,ROW,CHN,
1855,Zn,concentrate,ROW,ROW,
1855,Zn,refined_metal,EU27,EU27,
1855,Zn,refined_metal,EU27,CHN,
1855,Zn,refined_metal,EU27,ROW,
1855,Zn,refined_metal,CHN,EU27,
1855,Zn,refined_metal,CHN,CHN,
1855,Zn,refined_metal,CHN,ROW,
1855,Zn,refined_metal,ROW,EU27,
1855,Zn,refined_metal,ROW,CHN,
1855,Zn,refined_metal,ROW,ROW,
1855,Zn,scrap,EU27,EU27,
1855,Zn,scrap,EU27,CHN,
1855,Zn,scrap,EU27,ROW,
1855,Zn,scrap,CHN,EU27,
1855,Zn,scrap,CHN,CHN,
1855,Zn,scrap,CHN,ROW,
1855,Zn,scrap,ROW,EU27,
1855,Zn,scrap,ROW,CHN,
1855,Zn,scrap,ROW,ROW,
1855,Ni,concentrate,EU27,EU27,
1855,Ni,concentrate,EU27,CHN,
1855,Ni,concentrate,EU27,ROW,
1855,Ni,concentrate,CHN,EU27,
1855,Ni,concentrate,CHN,CHN,
1855,Ni,concentrate,CHN,ROW,
1855,Ni,concentrate,ROW,EU27,
1855,Ni,concentrate,ROW,CHN,
1855,Ni,concentrate,ROW,ROW,
1855,Ni,refined_metal,EU27,EU27,
1855,Ni,refined_metal,EU27,CHN,
1855,Ni,refined_metal,EU27,ROW,
1855,Ni,refined_metal,CHN,EU27,
1855,Ni,refined_metal,CHN,CHN,
1855,Ni,refined_metal,CHN,ROW,
1855,Ni,refined_metal,ROW,EU27,
1855,Ni,refined_metal,ROW,CHN,
1855,Ni,refined_metal,ROW,ROW,
1855,Ni,scrap,EU27,EU27,
1855,Ni,scrap,EU27,CHN,
1855,Ni,scrap,EU27,ROW,
1855,Ni,scrap,CHN,EU27,
1855,Ni,scrap,CHN,CHN,
1855,Ni,scrap,CHN,ROW,
1855,Ni,scrap,ROW,EU27,
1855,Ni,scrap,ROW,CHN,
1855,Ni,scrap,ROW,ROW,
1855,Sn,concentrate,EU27,EU27,
1855,Sn,concentrate,EU27,CHN,
1855,Sn,concentrate,EU27,ROW,
1855,Sn,concentrate,CHN,EU27,
1855,Sn,concentrate,CHN,CHN,
1855,Sn,concentrate,CHN,ROW,
1855,Sn,concentrate,ROW,EU27,
1855,Sn,concentrate,ROW,CHN,
1855,Sn,concentrate,ROW,ROW,
1855,Sn,refined_metal,EU27,EU27,
1855,Sn,refined_metal,EU27,CHN,
1855,Sn,refined_metal,EU27,ROW,
1855,Sn,refined_metal,CHN,EU27,
1855,Sn,refined_metal,CHN,CHN,
1855,Sn,refined_metal,CHN,ROW,
1855,Sn,refined_metal,ROW,EU27,
1855,Sn,refined_metal,ROW,CHN,
1855,Sn,refined_metal,ROW,ROW,
1855,Sn,scrap,EU27,EU27,
1855,Sn,scrap,EU27,CHN,
1855,Sn,scrap,EU27,ROW,
1855,Sn,scrap,CHN,EU27,
1855,Sn,scrap,CHN,CHN,
1855,Sn,scrap,CHN,ROW,
1855,Sn,scrap,ROW,EU27,
1855,Sn,scrap,ROW,CHN,
1855,Sn,scrap,ROW,ROW,
1856,Zn,concentrate,EU27,EU27,
1856,Zn,concentrate,EU27,CHN,
1856,Zn,concentrate,EU27,ROW,
1856,Zn,concentrate,CHN,EU27,
1856,Zn,concentrate,CHN,CHN,
1856,Zn,concentrate,CHN,ROW,
1856,Zn,concentrate,ROW,EU27,
1856,Zn,concentrate,ROW,CHN,
1856,Zn,concentrate,ROW,ROW,
1856,Zn,refined_metal,EU27,EU27,
1856,Zn,refined_metal,EU27,CHN,
1856,Zn,refined_metal,EU27,ROW,
1856,Zn,refined_metal,CHN,EU27,
1856,Zn,refined_metal,CHN,CHN,
1856,Zn,refined_metal,CHN,ROW,
1856,Zn,refined_metal,ROW,EU27,
1856,Zn,refined_metal,ROW,CHN,
1856,Zn,refined_metal,ROW,ROW,
1856,Zn,scrap,EU27,EU27,
1856,Zn,scrap,EU27,CHN,
1856,Zn,scrap,EU27,ROW,
1856,Zn,scrap,CHN,EU27,
1856,Zn,scrap,CHN,CHN,
1856,Zn,scrap,CHN,ROW,
1856,Zn,scrap,ROW,EU27,
1856,Zn,scrap,ROW,CHN,
1856,Zn,scrap,ROW,ROW,
1856,Ni,concentrate,EU27,EU27,
1856,Ni,concentrate,EU27,CHN,
1856,Ni,concentrate,EU27,ROW,
1856,Ni,concentrate,CHN,EU27,
1856,Ni,concentrate,CHN,CHN,
1856,Ni,concentrate,CHN,ROW,
1856,Ni,concentrate,ROW,EU27,
1856,Ni,concentrate,ROW,CHN,
1856,Ni,concentrate,ROW,ROW,
1856,Ni,refined_metal,EU27,EU27,
1856,Ni,refined_metal,EU27,CHN,
1856,Ni,refined_metal,EU27,ROW,
1856,Ni,refined_metal,CHN,EU27,
1856,Ni,refined_metal,CHN,CHN,
1856,Ni,refined_metal,CHN,ROW,
1856,Ni,refined_metal,ROW,EU27,
1856,Ni,refined_metal,ROW,CHN,
1856,Ni,refined_metal,ROW,ROW,
1856,Ni,scrap,EU27,EU27,
1856,Ni,scrap,EU27,CHN,
1856,Ni,scrap,EU27,ROW,
1856,Ni,scrap,CHN,EU27,
1856,Ni,scrap,CHN,CHN,
1856,Ni,scrap,CHN,ROW,
1856,Ni,scrap,ROW,EU27,
1856,Ni,scrap,ROW,CHN,
1856,Ni,scrap,ROW,ROW,
1856,Sn,concentrate,EU27,EU27,
1856,Sn,concentrate,EU27,CHN,
1856,Sn,concentrate,EU27,ROW,
1856,Sn,concentrate,CHN,EU27,
1856,Sn,concentrate,CHN,CHN,
1856,Sn,concentrate,CHN,ROW,
1856,Sn,concentrate,ROW,EU27,
1856,Sn,concentrate,ROW,CHN,
1856,Sn,concentrate,ROW,ROW,
1856,Sn,refined_metal,EU27,EU27,
1856,Sn,refined_metal,EU27,CHN,
1856,Sn,refined_metal,EU27,ROW,
1856,Sn,refined_metal,CHN,EU27,
1856,Sn,refined_metal,CHN,CHN,
1856,Sn,refined_metal,CHN,ROW,
1856,Sn,refined_metal,ROW,EU27,
1856,Sn,refined_metal,ROW,CHN,
1856,Sn,refined_metal,ROW,ROW,
1856,Sn,scrap,EU27,EU27,
1856,Sn,scrap,EU27,CHN,
1856,Sn,scrap,EU27,ROW,
1856,Sn,scrap,CHN,EU27,
1856,Sn,scrap,CHN,CHN,
1856,Sn,scrap,CHN,ROW,
1856,Sn,scrap,ROW,EU27,
1856,Sn,scrap,ROW,CHN,
1856,Sn,scrap,ROW,ROW,
1857,Zn,concentrate,EU27,EU27,
1857,Zn,concentrate,EU27,CHN,
1857,Zn,concentrate,EU27,ROW,
1857,Zn,concentrate,CHN,EU27,
1857,Zn,concentrate,CHN,CHN,
1857,Zn,concentrate,CHN,ROW,
1857,Zn,concentrate,ROW,EU27,
1857,Zn,concentrate,ROW,CHN,
1857,Zn,concentrate,ROW,ROW,
1857,Zn,refined_metal,EU27,EU27,
1857,Zn,refined_metal,EU27,CHN,
1857,Zn,refined_metal,EU27,ROW,
1857,Zn,refined_metal,CHN,EU27,
1857,Zn,refined_metal,CHN,CHN,
1857,Zn,refined_metal,CHN,ROW,
1857,Zn,refined_metal,ROW,EU27,
1857,Zn,refined_metal,ROW,CHN,
1857,Zn,refined_metal,ROW,ROW,
1857,Zn,scrap,EU27,EU27,
1857,Zn,scrap,EU27,CHN,
1857,Zn,scrap,EU27,ROW,
1857,Zn,scrap,CHN,EU27,
1857,Zn,scrap,CHN,CHN,
1857,Zn,scrap,CHN,ROW,
1857,Zn,scrap,ROW,EU27,
1857,Zn,scrap,ROW,CHN,
1857,Zn,scrap,ROW,ROW,
1857,Ni,concentrate,EU27,EU27,
1857,Ni,concentrate,EU27,CHN,
1857,Ni,concentrate,EU27,ROW,
1857,Ni,concentrate,CHN,EU27,
1857,Ni,concentrate,CHN,CHN,
1857,Ni,concentrate,CHN,ROW,
1857,Ni,concentrate,ROW,EU27,
1857,Ni,concentrate,ROW,CHN,
1857,Ni,concentrate,ROW,ROW,
1857,Ni,refined_metal,EU27,EU27,
1857,Ni,refined_metal,EU27,CHN,
1857,Ni,refined_metal,EU27,ROW,
1857,Ni,refined_metal,CHN,EU27,
1857,Ni,refined_metal,CHN,CHN,
1857,Ni,refined_metal,CHN,ROW,
1857,Ni,refined_metal,ROW,EU27,
1857,Ni,refined_metal,ROW,CHN,
1857,Ni,refined_metal,ROW,ROW,
1857,Ni,scrap,EU27,EU27,
1857,Ni,scrap,EU27,CHN,
1857,Ni,scrap,EU27,ROW,
1857,Ni,scrap,CHN,EU27,
1857,Ni,scrap,CHN,CHN,
1857,Ni,scrap,CHN,ROW,
1857,Ni,scrap,ROW,EU27,
1857,Ni,scrap,ROW,CHN,
1857,Ni,scrap,ROW,ROW,
1857,Sn,concentrate,EU27,EU27,
1857,Sn,concentrate,EU27,CHN,
1857,Sn,concentrate,EU27,ROW,
1857,Sn,concentrate,CHN,EU27,
1857,Sn,concentrate,CHN,CHN,
1857,Sn,concentrate,CHN,ROW,
1857,Sn,concentrate,ROW,EU27,
1857,Sn,concentrate,ROW,CHN,
1857,Sn,concentrate,ROW,ROW,
1857,Sn,refined_metal,EU27,EU27,
1857,Sn,refined_metal,EU27,CHN,
1857,Sn,refined_metal,EU27,ROW,
1857,Sn,refined_metal,CHN,EU27,
1857,Sn,refined_metal,CHN,CHN,
1857,Sn,refined_metal,CHN,ROW,
1857,Sn,refined_metal,ROW,EU27,
1857,Sn,refined_metal,ROW,CHN,
1857,Sn,refined_metal,ROW,ROW,
1857,Sn,scrap,EU27,EU27,
1857,Sn,scrap,EU27,CHN,
1857,Sn,scrap,EU27,ROW,
1857,Sn,scrap,CHN,EU27,
1857,Sn,scrap,CHN,CHN,
1857,Sn,scrap,CHN,ROW,
1857,Sn,scrap,ROW,EU27,
1857,Sn,scrap,ROW,CHN,
1857,Sn,scrap,ROW,ROW,
1858,Zn,concentrate,EU27,EU27,
1858,Zn,concentrate,EU27,CHN,
1858,Zn,concentrate,EU27,ROW,
1858,Zn,concentrate,CHN,EU27,
1858,Zn,concentrate,CHN,CHN,
1858,Zn,concentrate,CHN,ROW,
1858,Zn,concentrate,ROW,EU27,
1858,Zn,concentrate,ROW,CHN,
1858,Zn,concentrate,ROW,ROW,
1858,Zn,refined_metal,EU27,EU27,
1858,Zn,refined_metal,EU27,CHN,
1858,Zn,refined_metal,EU27,ROW,
1858,Zn,refined_metal,CHN,EU27,
1858,Zn,refined_metal,CHN,CHN,
1858,Zn,refined_metal,CHN,ROW,
1858,Zn,refined_metal,ROW,EU27,
1858,Zn,refined_metal,ROW,CHN,
1858,Zn,refined_metal,ROW,ROW,
1858,Zn,scrap,EU27,EU27,
1858,Zn,scrap,EU27,CHN,
1858,Zn,scrap,EU27,ROW,
1858,Zn,scrap,CHN,EU27,
1858,Zn,scrap,CHN,CHN,
1858,Zn,scrap,CHN,ROW,
1858,Zn,scrap,ROW,EU27,
1858,Zn,scrap,ROW,CHN,
1858,Zn,scrap,ROW,ROW,
1858,Ni,concentrate,EU27,EU27,
1858,Ni,concentrate,EU27,CHN,
1858,Ni,concentrate,EU27,ROW,
1858,Ni,concentrate,CHN,EU27,
1858,Ni,concentrate,CHN,CHN,
1858,Ni,concentrate,CHN,ROW,
1858,Ni,concentrate,ROW,EU27,
1858,Ni,concentrate,ROW,CHN,
1858,Ni,concentrate,ROW,ROW,
1858,Ni,refined_metal,EU27,EU27,
1858,Ni,refined_metal,EU27,CHN,
1858,Ni,refined_metal,EU27,ROW,
1858,Ni,refined_metal,CHN,EU27,
1858,Ni,refined_metal,CHN,CHN,
1858,Ni,refined_metal,CHN,ROW,
1858,Ni,refined_metal,ROW,EU27,
1858,Ni,refined_metal,ROW,CHN,
1858,Ni,refined_metal,ROW,ROW,
1858,Ni,scrap,EU27,EU27,
